Customer Concat,Equipment Description,Service Type,Service Type Description,Component Code,Modifier Code,Serial Prefix,Comp Code Prefix,Mod Code Prefix,AMT Concat
0SSPN3321,793F,N3321,Pump Drive,3108  - PUMP DRIVE GRP,00 - (NONE),0SSP,3108,00,0SSP310800
0DWCN3321-01,994H,N3321-01,Pump Drive POS 1,3108  - PUMP DRIVE GRP,FR - FRONT,0DWC,3108,FR,0DWC3108FR
0DWCN3321-02,994H,N3321-02,Pump Drive POS 2,3108  - PUMP DRIVE GRP,RE - REAR,0DWC,3108,RE,0DWC3108RE
0DN7N3321,MD6250,N3321,Pump Drive,3108  - PUMP DRIVE GRP,00 - (NONE),0DN7,3108,00,0DN7310800
0DLKN3321,MD6310,N3321,Pump Drive,3108  - PUMP DRIVE GRP,00 - (NONE),0DLK,3108,00,0DLK310800
0APXN3321,785C,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),0APX,3108,00,0APX310800
0MSYN3321,785C,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),0MSY,3108,00,0MSY310800
02BWN3321,789C,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),02BW,3108,00,02BW310800
0FDBN3321,793D,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),0FDB,3108,00,0FDB310800
0SSPN3321,793F,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),0SSP,3108,00,0SSP310800
0DWCN3321-01,994H,N3321-01,Pump Drive POS 1,3108 - PUMP DRIVE GRP,FR - FRONT,0DWC,3108,FR,0DWC3108FR
0DLKN3321,MD6310 - ADS,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),0DLK,3108,00,0DLK310800
0DHNN3321-02,6060,N3321-02,Pump Drive POS 2,3108 - PUMP DRIVE GRP,RI - RIGHT,0DHN,3108,RI,0DHN3108RI
0DHNN3321-01,6060,N3321-01,Pump Drive POS 1,3108 - PUMP DRIVE GRP,LT - LEFT,0DHN,3108,LT,0DHN3108LT
06HKN3321,785B,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),06HK,3108,00,06HK310800
0DWC,994H,,,3108 - PUMP DRIVE GRP,RE - REAR,0DWC,3108,RE,0DWC3108RE
0DN7N3321,,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),0DN7,3108,00,0DN7310800
0DT2N3321,MD6420B,N3321,Pump Drive,3108 - PUMP DRIVE GRP,00 - (NONE),0DT2,3108,00,0DT2310800
0DWCN2100,994H,N2100,Transfer Case,3159 - TRANSFER GEARS,00 - (NONE),0DWC,3159,00,0DWC315900
0DLKN7100,MD6310 - ADS,N7100,Pump Charge,3204 - CHARGE PUMP,00 - (NONE),0DLK,3204,00,0DLK320400
0DHNN7100-L,6060,N7100-L,Pump Charge LEFT,3204 - CHARGE PUMP,LT - LEFT,0DHN,3204,LT,0DHN3204LT
0DHNN7100-R,6060,N7100-R,Pump Charge RIGHT,3204 - CHARGE PUMP,RI - RIGHT,0DHN,3204,RI,0DHN3204RI
0DN7N7100,,N7100,Pump Charge,3204 - CHARGE PUMP,00 - (NONE),0DN7,3204,00,0DN7320400
N4102-01,992K,N4102-01,Axle Shaft - POS 1,3251 - AXLE SHAFT,FR - FRONT,,3251,FR,3251FR
0B9KN4000,24M,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0B9K,3258,00,0B9K325800
04XJN4000,777C,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),04XJ,3258,00,04XJ325800
0TNMN4000,777G,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0TNM,3258,00,0TNM325800
06HKN4000,785B,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),06HK,3258,00,06HK325800
0APXN4000,785C,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0APX,3258,00,0APX325800
0MSYN4000,785D,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0MSY,3258,00,0MSY325800
02BWN4000,789C,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),02BW,3258,00,02BW325800
0FDBN4000,793D,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0FDB,3258,00,0FDB325800
0SSPN4000,793F,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0SSP,3258,00,0SSP325800
0221N4000-F,854K,N4000-F,Bevel Gear FRONT,3258 - DIFFERENTIAL,FR - FRONT,0221,3258,FR,02213258FR
0BXYN4000-F,988H,N4000-F,Bevel Gear FRONT,3258 - DIFFERENTIAL,FR - FRONT,0BXY,3258,FR,0BXY3258FR
0BXYN4000-RE,988H,N4000-RE,Bevel Gear REAR,3258 - DIFFERENTIAL,RE - REAR,0BXY,3258,RE,0BXY3258RE
0Z8ZN4000-F,993K,N4000-F,Bevel Gear FRONT,3258 - DIFFERENTIAL,FR - FRONT,0Z8Z,3258,FR,0Z8Z3258FR
0Z8ZN4000-RE,993K,N4000-RE,Bevel Gear REAR,3258 - DIFFERENTIAL,RE - REAR,0Z8Z,3258,RE,0Z8Z3258RE
0Z9KN4000-F,993K,N4000-F,Bevel Gear FRONT,3258 - DIFFERENTIAL,FR - FRONT,0Z9K,3258,FR,0Z9K3258FR
0Z9KN4000-RE,993K,N4000-RE,Bevel Gear REAR,3258 - DIFFERENTIAL,RE - REAR,0Z9K,3258,RE,0Z9K3258RE
0B9HN4000,16M,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0B9H,3258,00,0B9H325800
0E9YN4000,16M,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0E9Y,3258,00,0E9Y325800
0R9HN4000,16M,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0R9H,3258,00,0R9H325800
0JRPN4000,777F,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0JRP,3258,00,0JRP325800
0DWCN6000-LF,994H,N6000-LF,Brake LEFT FRONT,3258 - DIFFERENTIAL,FR - FRONT,0DWC,3258,FR,0DWC3258FR
0RJGN4000,D10T,N4000,Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),0RJG,3258,00,0RJG325800
0221N4000-RE,854K,N4000-RE,Bevel Gear REAR,3258 - DIFFERENTIAL,RE - REAR,0221,3258,RE,02213258RE
0DWCN4000-RE,994H,N4000-RE,Bevel Gear REAR,3258 - DIFFERENTIAL,RE - REAR,0DWC,3258,RE,0DWC3258RE
0221,854K,,,3265 - NONSPIN DIFFERENTIAL,RE - REAR,0221,3265,RE,02213265RE
N4101,16M,N4101,Drive Axle Group,3278 - DRIVE AXLE,00 - (NONE),,3278,00,327800
0B9HN4101,16M,N4101,Drive Axle Group,3278 - DRIVE AXLE,00 - (NONE),0B9H,3278,00,0B9H327800
0R9HN4101,16M,N4101,Drive Axle Group,3278 - DRIVE AXLE,00 - (NONE),0R9H,3278,00,0R9H327800
0NN5N4101,16,N4101,Drive Axle Group,3278 - DRIVE AXLE,RE - REAR,0NN5,3278,RE,0NN53278RE
0E9YN4101,16M3,N4101,Drive Axle Group,3278 - DRIVE AXLE,RE - REAR,0E9Y,3278,RE,0E9Y3278RE
0DWCN5000-LF,994H,N5000-LF,Final Drive LEFT FRONT,4001 - FINAL DRIVE & BRAKE WHEEL,LF - LEFT FRONT,0DWC,4001,LF,0DWC4001LF
0221N5000-RF,854K,N5000-RF,Final Drive RIGHT FRONT,4001 - FINAL DRIVE & BRAKE WHEEL,RF - RIGHT FRONT,0221,4001,RF,02214001RF
0221N5000-LF,854K,N5000-LF,Final Drive LEFT FRONT,4001 - FINAL DRIVE & BRAKE WHEEL,LF - LEFT FRONT,0221,4001,LF,02214001LF
0221N5000-LR,854K,N5000-LR,Final Drive LEFT REAR,4001 - FINAL DRIVE & BRAKE WHEEL,LR - LEFT REAR,0221,4001,LR,02214001LR
0221N5000-RR,854K,N5000-RR,Final Drive RIGHT REAR,4001 - FINAL DRIVE & BRAKE WHEEL,RR - RIGHT REAR,0221,4001,RR,02214001RR
0DWCN5000-RF,994H,N5000-RF,Final Drive RIGHT FRONT,4001 - FINAL DRIVE & BRAKE WHEEL,RF - RIGHT FRONT,0DWC,4001,RF,0DWC4001RF
0DWCN5000-LR,994H,N5000-LR,Final Drive LEFT REAR,4001 - FINAL DRIVE & BRAKE WHEEL,LR - LEFT REAR,0DWC,4001,LR,0DWC4001LR
0DWCN5000-RR,994H,N5000-RR,Final Drive RIGHT REAR,4001 - FINAL DRIVE & BRAKE WHEEL,RR - RIGHT REAR,0DWC,4001,RR,0DWC4001RR
0B9HN8122-01,16M,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0B9H,4006,LF,0B9H4006LF
0B9HN8122-02,16M,N8122-02,Wheel Group POS 2,4006 - WHEEL & BRAKE ASSEMBLY,LR - LEFT REAR,0B9H,4006,LR,0B9H4006LR
0B9HN8122-03,16M,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0B9H,4006,RF,0B9H4006RF
0B9HN8122-04,16M,N8122-04,Wheel Group POS 4,4006 - WHEEL & BRAKE ASSEMBLY,RR - RIGHT REAR,0B9H,4006,RR,0B9H4006RR
0R9HN8122-01,16M,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0R9H,4006,LF,0R9H4006LF
0R9HN8122-02,16M,N8122-02,Wheel Group POS 2,4006 - WHEEL & BRAKE ASSEMBLY,LR - LEFT REAR,0R9H,4006,LR,0R9H4006LR
0R9HN8122-03,16M,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0R9H,4006,RF,0R9H4006RF
0R9HN8122-04,16M,,,4006 - WHEEL & BRAKE ASSEMBLY,RR - RIGHT REAR,0R9H,4006,RR,0R9H4006RR
06HKN8122-03,785B,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,06HK,4006,RF,06HK4006RF
0APXN8122-01,785C,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0APX,4006,LF,0APX4006LF
0APXN8122-03,785C,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0APX,4006,RF,0APX4006RF
0MSYN8122-01,785D,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0MSY,4006,LF,0MSY4006LF
0MSYN8122-03,785D,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0MSY,4006,RF,0MSY4006RF
02BWN8122-01,789C,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,02BW,4006,LF,02BW4006LF
02BWN8122-03,789C,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,02BW,4006,RF,02BW4006RF
0FDBN8122-03,793D,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0FDB,4006,RF,0FDB4006RF
0SSPN8122-01,793F,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0SSP,4006,LF,0SSP4006LF
0SSPN8122-03,793F,N8122-03,Wheel Group POS 3,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0SSP,4006,RF,0SSP4006RF
0TNMN8122-01,777G,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0TNM,4006,LF,0TNM4006LF
0FDBN8122-01,793D,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0FDB,4006,LF,0FDB4006LF
0NN5N8122-02,16,N8122-02,Wheel Group POS 2,4006 - WHEEL & BRAKE ASSEMBLY,LR - LEFT REAR,0NN5,4006,LR,0NN54006LR
,16,N8122-04,Wheel Group POS 4,4006 - WHEEL & BRAKE ASSEMBLY,RR - RIGHT REAR,0NN5,4006,RR,0NN54006RR
0NN5N8122-01,16,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0NN5,4006,LF,0NN54006LF
0NN5N8122-02,16,N8122-02,Wheel Group POS 2,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0NN5,4006,RF,0NN54006RF
04XJN8122-01,777C,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,04XJ,4006,LF,04XJ4006LF
04XJN8122-02,777C,N8122-02,Wheel Group POS 2,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,04XJ,4006,RF,04XJ4006RF
0JRPN8122-02,777F,N8122-02,Wheel Group POS 2,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0JRP,4006,RF,0JRP4006RF
0JRPN8122-01,777F,N8122-01,Wheel Group POS 1,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,0JRP,4006,LF,0JRP4006LF
0TNMN8122-02,777G,N8122-02,Wheel Group POS 2,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,0TNM,4006,RF,0TNM4006RF
04XJN5000-RR,777C,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,04XJ,4008,RR,04XJ4008RR
0TNMN5000-LR,777G,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,0TNM,4008,LR,0TNM4008LR
0TNMN5000-RR,777G,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,0TNM,4008,RR,0TNM4008RR
0APXN5000-LR,785C,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,0APX,4008,LR,0APX4008LR
0APXN5000-RR,785C,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,0APX,4008,RR,0APX4008RR
0MSYN5000-LR,785D,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,0MSY,4008,LR,0MSY4008LR
0MSYN5000-RR,785D,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,0MSY,4008,RR,0MSY4008RR
02BWN5000-LR,789C,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,02BW,4008,LR,02BW4008LR
02BWN5000-RR,789C,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,02BW,4008,RR,02BW4008RR
0FDBN5000-RR,793D,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,0FDB,4008,RR,0FDB4008RR
0SSPN5000-LR,793F,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,0SSP,4008,LR,0SSP4008LR
0SSPN5000-RR,793F,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,0SSP,4008,RR,0SSP4008RR
0JRPN5000-LR,777F,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,0JRP,4008,LR,0JRP4008LR
0FDBN5000-LR,793D,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,0FDB,4008,LR,0FDB4008LR
N5000-LR,793F,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,,4008,LR,4008LR
04XJN5000-LR,777C,N5000-LR,Final Drive LEFT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,04XJ,4008,LR,04XJ4008LR
0JRPN5000-RR,777F,N5000-RR,Final Drive RIGHT REAR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,0JRP,4008,RR,0JRP4008RR
0TNMN8122-01,777G,N8122-01,Wheel Group POS 1,"4016 - WHEEL, BRAKE & SUSPENSION CYLINDER",LF - LEFT FRONT,0TNM,4016,LF,0TNM4016LF
0TNMN8122-02,777G,N8122-02,Wheel Group POS 2,"4016 - WHEEL, BRAKE & SUSPENSION CYLINDER",RF - RIGHT FRONT,0TNM,4016,RF,0TNM4016RF
0MSYN8122-01,785D,N8122-01,Wheel Group POS 1,"4016 - WHEEL, BRAKE & SUSPENSION CYLINDER",LF - LEFT FRONT,0MSY,4016,LF,0MSY4016LF
0MSYN8122-02,785D,N8122-02,Wheel Group POS 2,"4016 - WHEEL, BRAKE & SUSPENSION CYLINDER",RF - RIGHT FRONT,0MSY,4016,RF,0MSY4016RF
0R9HN5000-L,16M,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0R9H,4050,LT,0R9H4050LT
0R9HN5000-R,16M,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0R9H,4050,RI,0R9H4050RI
0B9KN5000-L,24M,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0B9K,4050,LT,0B9K4050LT
0B9KN5000-R,24M,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0B9K,4050,RI,0B9K4050RI
0DHNN5000-R,6060,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0DHN,4050,RI,0DHN4050RI
0DH3N5000-L,6060 FS,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0DH3,4050,LT,0DH34050LT
0DH3N5000-R,6060 FS,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0DH3,4050,RI,0DH34050RI
0BXYN5000-LF,988H,N5000-LF,Final Drive LEFT FRONT,4050 - FINAL DRIVE,LF - LEFT FRONT,0BXY,4050,LF,0BXY4050LF
0BXYN5000-LR,988H,N5000-LR,Final Drive LEFT REAR,4050 - FINAL DRIVE,LR - LEFT REAR,0BXY,4050,LR,0BXY4050LR
0BXYN5000-RF,988H,N5000-RF,Final Drive RIGHT FRONT,4050 - FINAL DRIVE,RF - RIGHT FRONT,0BXY,4050,RF,0BXY4050RF
0BXYN5000-RR,988H,N5000-RR,Final Drive RIGHT REAR,4050 - FINAL DRIVE,RR - RIGHT REAR,0BXY,4050,RR,0BXY4050RR
06D6N5000-L,6060,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,06D6,4050,LT,06D64050LT
0RJGN5000-L,D10T,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0RJG,4050,LT,0RJG4050LT
0RABN5000-L,D10T2,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0RAB,4050,LT,0RAB4050LT
0DLKN5000-L,MD6310 - ADS,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0DLK,4050,LT,0DLK4050LT
0RJGN5000-R,D10T,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0RJG,4050,RI,0RJG4050RI
0RABN5000-R,D10T2,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0RAB,4050,RI,0RAB4050RI
0SEYN5000-L,MD5150,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0SEY,4050,LT,0SEY4050LT
0DN7N5000-L,MD6250,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0DN7,4050,LT,0DN74050LT
0DN7N5000-R,MD6250,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0DN7,4050,RI,0DN74050RI
0DLKN5000-R,MD6310,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0DLK,4050,RI,0DLK4050RI
0NN5N5000-L,16,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0NN5,4050,LT,0NN54050LT
0DHNN5000-L,6060,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0DHN,4050,LT,0DHN4050LT
0SEYN5000-R,MD5150,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0SEY,4050,RI,0SEY4050RI
0DT2N5000-R,MD6420B,N5000-R,Final Drive RIGHT,4050 - FINAL DRIVE,RI - RIGHT,0DT2,4050,RI,0DT24050RI
0DT2N5000-L,MD6420B,N5000-L,Final Drive LEFT,4050 - FINAL DRIVE,LT - LEFT,0DT2,4050,LT,0DT24050LT
0Z9K,993K,,,4051 - FINAL DRIVE & WHEEL,LF - LEFT FRONT,0Z9K,4051,LF,0Z9K4051LF
0Z9K,993K,,,4051 - FINAL DRIVE & WHEEL,RF - RIGHT FRONT,0Z9K,4051,RF,0Z9K4051RF
0Z9K,993K,,,4051 - FINAL DRIVE & WHEEL,LR - LEFT REAR,0Z9K,4051,LR,0Z9K4051LR
0Z9K,993K,,,4051 - FINAL DRIVE & WHEEL,RR - RIGHT REAR,0Z9K,4051,RR,0Z9K4051RR
0Z8Z,993K,,,4051 - FINAL DRIVE & WHEEL,LR - LEFT REAR,0Z8Z,4051,LR,0Z8Z4051LR
0Z8Z,993K,,,4051 - FINAL DRIVE & WHEEL,RR - RIGHT REAR,0Z8Z,4051,RR,0Z8Z4051RR
0Z8Z,993K,,,4051 - FINAL DRIVE & WHEEL,RF - RIGHT FRONT,0Z8Z,4051,RF,0Z8Z4051RF
0Z8Z,993K,,,4051 - FINAL DRIVE & WHEEL,LF - LEFT FRONT,0Z8Z,4051,LF,0Z8Z4051LF
0RJGN4110-L,D10T,N4110-L,Steering Clutch/Brk LEFT,4100 - STEERING CLUTCH & BRAKE,LT - LEFT,0RJG,4100,LT,0RJG4100LT
0RABN4110-L,D10T2,N4110-L,Steering Clutch/Brk LEFT,4100 - STEERING CLUTCH & BRAKE,LT - LEFT,0RAB,4100,LT,0RAB4100LT
0RABN4110-R,D10T2,N4110-R,Steering Clutch/Brk RIGHT,4100 - STEERING CLUTCH & BRAKE,RI - RIGHT,0RAB,4100,RI,0RAB4100RI
0RABN0130-L,D10T2,N0130-L,Track Frame LEFT,4150 - UNDERCARRIAGE,LT - LEFT,0RAB,4150,LT,0RAB4150LT
0RABN0130-R,D10T2,N0130-R,Track Frame RIGHT,4150 - UNDERCARRIAGE,RI - RIGHT,0RAB,4150,RI,0RAB4150RI
06D6N0122-L,6060 FS,N0122-L,Carrier Roller No 2 LEFT,4154 - CARRIER ROLLER,LR - LEFT REAR,06D6,4154,LR,06D64154LR
06D6N0121-R,6060 FS,N0121-R,Carrier Roller No 1 RIGHT,4154 - CARRIER ROLLER,RF - RIGHT FRONT,06D6,4154,RF,06D64154RF
06D6N0122-R,6060 FS,N0122-R,Carrier Roller No 2 RIGHT,4154 - CARRIER ROLLER,RR - RIGHT REAR,06D6,4154,RR,06D64154RR
06P6N0122-L,6060 FS,N0122-L,Carrier Roller No 2 LEFT,4154 - CARRIER ROLLER,LR - LEFT REAR,06P6,4154,LR,06P64154LR
06P6N0121-R,6060 FS,N0121-R,Carrier Roller No 1 RIGHT,4154 - CARRIER ROLLER,RF - RIGHT FRONT,06P6,4154,RF,06P64154RF
06P6N0122-R,6060 FS,N0122-R,Carrier Roller No 2 RIGHT,4154 - CARRIER ROLLER,RR - RIGHT REAR,06P6,4154,RR,06P64154RR
06D6N0121-L,6060,N0121-L,Carrier Roller No 1 LEFT,4154 - CARRIER ROLLER,LF - LEFT FRONT,06D6,4154,LF,06D64154LF
0RJGN0121-L,D10T,N0121-L,Carrier Roller No 1 LEFT,4154 - CARRIER ROLLER,L01 - LEFT NO. 01,0RJG,4154,L01,0RJG4154L01
0RABN0121-L,D10T2,N0121-L,Carrier Roller No 1 LEFT,4154 - CARRIER ROLLER,L01 - LEFT NO. 01,0RAB,4154,L01,0RAB4154L01
0DLKN0121-L,MD6310 - ADS,N0121-L,Carrier Roller No 1 LEFT,4154 - CARRIER ROLLER,L01 - LEFT NO. 01,0DLK,4154,L01,0DLK4154L01
0DN7N0121-L,MD6250,N0121-L,Carrier Roller No 1 LEFT,4154 - CARRIER ROLLER,L01 - LEFT NO. 01,0DN7,4154,L01,0DN74154L01
0DN7N0122-L,MD6250,N0122-L,Carrier Roller No 2 LEFT,4154 - CARRIER ROLLER,L02 - LEFT NO. 02,0DN7,4154,L02,0DN74154L02
0DN7N0123-L,MD6250,N0123-L,Carrier Roller No 3 LEFT,4154 - CARRIER ROLLER,L03 - LEFT NO. 03,0DN7,4154,L03,0DN74154L03
0DN7N0121-R,MD6250,N0121-R,Carrier Roller No 1 RIGHT,4154 - CARRIER ROLLER,R01 - RIGHT NO.01,0DN7,4154,R01,0DN74154R01
0DN7N0122-R,MD6250,N0122-R,Carrier Roller No 2 RIGHT,4154 - CARRIER ROLLER,R02 - RIGHT NO.02,0DN7,4154,R02,0DN74154R02
0DN7N0123-R,MD6250,N0123-R,Carrier Roller No 3 RIGHT,4154 - CARRIER ROLLER,R03 - RIGHT NO.03,0DN7,4154,R03,0DN74154R03
0DLKN0122-L,MD6310,N0122-L,Carrier Roller No 2 LEFT,4154 - CARRIER ROLLER,L02 - LEFT NO. 02,0DLK,4154,L02,0DLK4154L02
0DLKN0123-L,MD6310,N0123-L,Carrier Roller No 3 LEFT,4154 - CARRIER ROLLER,L03 - LEFT NO. 03,0DLK,4154,L03,0DLK4154L03
0DLKN0121-L,MD6310,N0121-L,Carrier Roller No 1 LEFT,4154 - CARRIER ROLLER,R01 - RIGHT NO.01,0DLK,4154,R01,0DLK4154R01
0DLKN0122-L,MD6310,N0122-L,Carrier Roller No 2 LEFT,4154 - CARRIER ROLLER,R02 - RIGHT NO.02,0DLK,4154,R02,0DLK4154R02
0DLKN0123-L,MD6310,N0123-L,Carrier Roller No 3 LEFT,4154 - CARRIER ROLLER,R03 - RIGHT NO.03,0DLK,4154,R03,0DLK4154R03
0DHNN0122-R,6060,N0122-R,Carrier Roller No 2 RIGHT,4154 - CARRIER ROLLER,RR - RIGHT REAR,0DHN,4154,RR,0DHN4154RR
0DHNN0121-L,6060,N0121-L,Carrier Roller No 1 LEFT,4154 - CARRIER ROLLER,LF - LEFT FRONT,0DHN,4154,LF,0DHN4154LF
0DHNN0122-L,6060,N0122-L,Carrier Roller No 2 LEFT,4154 - CARRIER ROLLER,LR - LEFT REAR,0DHN,4154,LR,0DHN4154LR
0DHNN0121-R,6060,N0121-R,Carrier Roller No 1 RIGHT,4154 - CARRIER ROLLER,RF - RIGHT FRONT,0DHN,4154,RF,0DHN4154RF
06D6N0155-L,6060,N0155-L,Track Tension Cyl LEFT,4157 - TRACK ADJUSTER,LT - LEFT,06D6,4157,LT,06D64157LT
0DHNN0155-L,6060,N0155-L,Track Tension Cyl LEFT,4157 - TRACK ADJUSTER,LT - LEFT,0DHN,4157,LT,0DHN4157LT
0DHNN0155-R,6060,N0155-R,Track Tension Cyl RIGHT,4157 - TRACK ADJUSTER,RI - RIGHT,0DHN,4157,RI,0DHN4157RI
